created_at,text,favorites,retweets,in_reply_to
2015-07-17 06:28:30,@Kaizer_Chiefs How much is the new jersey?,0,0,KaizerChiefs
2015-07-16 17:51:16,@solphenduka http://t.co/slJQEfnyfS,0,0,pooshable
2015-07-16 17:50:35,@Kaizer_Chiefs http://t.co/iTqOBz74wp,0,1,KaizerChiefs
2015-07-13 18:46:28,http://t.co/P5yZqOf50z,0,0,
2015-07-13 18:42:47,http://t.co/vsiSZULxxM,0,0,
2015-07-01 19:09:08,http://t.co/ZVZtoso29P,0,0,
2015-06-30 21:00:50,http://t.co/6Wy4zo9J21,0,0,
2015-06-28 09:37:20,"RT @YesWeCrann: Delayed flights happen, it's normal, but the lies, spin and unapologeticness from BA has been absolutely incredible.",0,2,
2015-06-27 16:46:53,"RT @YesWeCrann: Having been at the airport for 12 hours, experiencing not one, but two, delayed @British_Airways flights, I promise never t…",0,7,
2015-06-17 07:21:54,RT @Kaizer_Chiefs: The Press Conference will be live on @enca Channel 403 at 09h30 #KCPressCon,0,104,
2015-06-11 18:53:44,http://t.co/vxgZZJB8Rq,0,0,
2015-06-04 18:51:18,http://t.co/OslkTj9J2F,0,0,
2015-06-03 19:37:34,"RT @SkySportsNewsHQ: The world's players union, @FIFPro has had its say on the FIFA scandal. #SSNHQ http://t.co/DaXOr9KTNS",0,91,
2015-05-10 18:29:42,http://t.co/u4v7NFbKvs,0,0,
2015-05-07 19:01:39,http://t.co/dj73TQDiQS,0,0,
2015-04-29 04:59:16,RT @FloydMayweather: 5 days...,0,20315,
2015-04-25 17:53:48,http://t.co/mh114dHUZm,0,0,
2015-04-24 19:52:55,http://t.co/aaetyYp32Z,0,0,
2015-04-23 03:03:13,Champs,0,0,
2015-04-22 19:36:37,@DJFreshSA @Mickzo kwaaaaaaaaaaaaaa,0,0,DJFreshSA
2015-04-22 19:36:27,RT @DJFreshSA: #SaamLikeSokolo ;-) RT @Mickzo: Bare Pirates and Bitterness are like this... Like really ? http://t.co/9IfXsrW7BP,0,51,
2015-04-22 19:35:28,RT @Kaizer_Chiefs: 2014/2015 PSL Champions #KCChampions http://t.co/gSBfWcSlCt,0,1291,
2015-04-22 19:29:09,http://t.co/ah9axwWmEG,0,0,
2015-04-21 19:27:28,"RT @TheSunFootball: LATEST SCORES (38 MINS):
Barcelona (5) 2-0 (1) PSG
Bayern Munich (5) 4-0 (3) FC Porto
#UCL #BARPSG #FCBFCP",0,8,
2015-04-21 19:25:37,Bayern Munich 4 FC Porto 0,0,0,
2015-04-20 19:23:31,http://t.co/OurKyBplFp,0,0,
2015-02-28 20:14:20,http://t.co/mnNHMEDqAe,0,0,
2015-02-09 13:07:53,"""@mnetmovies: Which is the first Nicolas Cage movie you remember watching? #Poll""Face Off",0,0,
2014-09-06 13:00:38,RT @FloydMayweather: September 13th http://t.co/6SF1TLpjXa,0,2780,
2014-09-06 12:58:53,@MbalulaFikile I lyk I lyk like daughter like father #wink#,0,0,MbalulaFikile
2014-08-26 13:32:50,@solphenduka http://t.co/bRod2agA7t,0,0,pooshable
2014-08-26 13:26:27,@JoeMann4life let's do this touchdown show!!!!!,0,0,JoeMann4life
2014-08-26 13:22:29,@iamtbotouch its that time.......,0,0,iamtbotouch
2014-08-12 08:28:56,Just posted a photo http://t.co/kFyN9w4dcE,0,0,
2014-08-10 10:54:13,Just posted a photo http://t.co/HbMFa1HaFC,0,0,
2014-08-03 05:10:46,Should I..................? http://t.co/MZzIikzJAK,0,0,
2014-07-28 13:25:07,Just posted a photo http://t.co/cEpkqxSvET,0,0,
2014-07-27 15:43:50,Dam I will.......... http://t.co/7zfnLMi1gd,0,0,
2014-07-26 13:22:45,@Kaizer_Chiefs thank you,0,0,KaizerChiefs
2014-07-26 12:20:59,@Kaizer_Chiefs send us pics please Khosi,0,0,KaizerChiefs
2014-06-28 18:04:59,Come Chileeeeeeeeee!!!!!!,0,0,
2014-06-28 17:48:34,What a game Brazil and Chile.......,0,0,
2014-04-27 16:30:42,RT @Kaizer_Chiefs: Half time score:  ASEC Mimosas 0 : 0 Kaizer Chiefs. Agg (2:1) #Amakhosi4Life #CCC,0,26,
2014-04-10 14:11:01,Sol and Sip http://t.co/LWrXOiFm0H,0,0,
2014-03-13 21:30:19,Stressssssssssssssssssssss!!!!!!!!!!!!!,0,0,
2014-03-06 07:06:31,Nothing happens isn't suppose to......,0,0,
2014-03-06 04:33:27,Bafana largest defeat to Brazil...0-5. Paramedics were frantically stitching up the Minister's lips 2gether incase he says something!!,0,0,
2014-03-05 18:52:20,How come u leave best defence in a league.... an opt for this Bafana bad defence nxa,0,0,
2014-03-05 18:41:02,Chiefs its better than Bafana Bafana off to bed,0,0,
2014-02-09 06:50:31,@Kaizer_Chiefs Morning with a big smile!!!!!!!!! Khosi for Life,0,0,KaizerChiefs
2014-02-05 21:04:21,@Kaizer_Chiefs thanks for making me happy this day now I wish we break the record of PSL with most win....,0,0,KaizerChiefs
